ceb,1580883,9061
ceb,1590482,10176
ceb,1448236,22636
ceb,1485054,19561
ceb,1460409,22337
ceb,1598591,14053
ceb,1595379,14404
ceb,1597348,15124
ceb,1528216,18948
ceb,1253289,27266
ceb,1285479,28624
ceb,1366713,29006
ceb,1416488,24943
ceb,1455849,21131
ceb,1483770,20153
ceb,1472818,20565
ceb,1408439,23346
ceb,1295507,27320
ceb,1349600,26017
ceb,1533893,16811
ceb,1544465,14080
ceb,1450064,22748
ceb,1450696,22356
ceb,1437089,20713
ceb,1522556,15658
ceb,1586502,11966
ceb,1591346,11358
ceb,1593694,11124
ceb,1581505,12411
ceb,1578133,11716
ceb,1612812,11630
ceb,1599907,11604
ceb,1575496,12473
ceb,1579788,12567
ceb,1648508,9820
ceb,1594313,11672
ceb,1556655,12843
ceb,1567998,12529
ceb,1611827,11390
ceb,1618144,10259
ceb,1629564,10889
ceb,1562713,14382
ceb,1569762,11942
ceb,1602614,10642
ceb,1633545,10620
ceb,1631355,10526
ceb,1588346,13096
ceb,1598332,11821
ceb,1582977,12638
ceb,1612649,9493
ceb,1638922,9709
ceb,1639319,10180
ceb,1618407,10706
ceb,1629374,10991
ceb,1619535,10646
ceb,1611244,10726
ceb,1618714,10672
ceb,1608798,10586
ceb,1596104,10845
ceb,1604279,10661
ceb,1597341,10697
ceb,1595301,11697
ceb,1642292,10010
ceb,1646958,10161
ceb,1635622,10898
ceb,1652341,10187
ceb,1657633,10244
ceb,1648511,9798
ceb,1642796,10531
ceb,1645251,11403
ceb,1642970,10618
ceb,1647627,9882
ceb,1629850,11654
ceb,1611193,13378
ceb,1615717,11560
ceb,1644226,11564
ceb,1639350,11467
ceb,1623149,11812
ceb,1616057,12245
ceb,1617621,11812
ceb,1647207,10864
ceb,1596528,11803
ceb,1623456,11571
ceb,1622357,11809
ceb,1557652,13228
ceb,1516505,15824
ceb,1528745,16083
ceb,1582689,10765
ceb,1577153,11396
ceb,1581584,11560
ceb,1573159,12620
ceb,481710,3646
de,1374940,641
de,1369713,672
de,1381862,676
de,1372828,742
de,1370447,1655
de,1367095,1018
de,1382088,970
de,1377063,738
de,1373646,846
de,1370746,799
de,1378025,854
de,1370737,816
de,1370426,915
de,1379011,1203
de,1369924,1740
de,1371352,1163
de,1371800,1157
de,1377602,1156
de,1376050,1279
de,1382599,1151
de,1382882,1216
de,1377508,1433
de,1379608,1201
de,1382385,1283
de,1386289,1268
de,1379864,1377
de,1386903,1227
de,1372751,1434
de,1380943,1467
de,1391825,1255
de,1381274,1424
de,1380916,1625
de,1378601,1819
de,1383895,1567
de,1390120,1508
de,1385354,1626
de,1392455,1611
de,1386758,1562
de,1391080,1666
de,1381957,1878
de,1384937,1567
de,1382088,1559
de,1380948,1733
de,1376311,1596
de,1388199,1754
de,1378339,1791
de,1386824,1971
de,1386780,1907
de,1384372,1861
de,1382009,1963
de,1384249,1974
de,1386813,2049
de,1384079,2081
de,1390918,2122
de,1389257,2029
de,1389272,2178
de,1389313,2188
de,1383902,2457
de,1388027,2504
de,1381051,2454
de,1382177,2354
de,1382773,2554
de,1385698,2466
de,1380580,2449
de,1387561,2480
de,1384898,2449
de,1383562,2513
de,1393902,2599
de,1386719,2565
de,1383262,2618
de,1389704,2682
de,1382821,2478
de,1385930,2653
de,1390455,2619
de,1383580,3055
de,1389229,2900
de,1391427,2889
de,1389406,2795
de,1383824,2890
de,1387378,2793
de,1387079,2747
de,1385902,2942
de,1383926,3209
de,1382238,2915
de,1387866,2823
de,1382737,3263
de,1387547,3109
de,1379507,2931
de,1389328,2667
de,1383422,3148
de,1387951,2730
de,1391586,2360
de,1393272,2804
de,1384490,3024
de,1385041,3044
de,1388543,2887
de,1393768,2875
de,1392424,2960
de,1399842,3051
de,1395150,3028
de,1392470,3198
de,1389897,3188
de,1392920,3022
de,1399947,3149
de,1394135,3231
de,1389245,2990
de,1390366,3094
de,1385947,2917
de,1380740,3219
de,1392258,3129
de,1394371,3003
de,1390359,3193
de,1389573,3137
de,1390377,3325
de,1391371,3085
de,1390282,3186
de,1393513,3548
de,1387174,3239
de,1393405,3165
de,1393509,3406
de,1395608,3212
de,1396318,3129
de,1393769,3214
de,1392131,3434
de,1396123,3301
de,1396378,3428
de,1392990,3521
de,1390641,3424
de,1385040,3914
de,1387808,3753
de,1392222,3464
de,1393491,3549
de,1395082,3487
de,1389806,3385
de,1388330,3528
de,1390245,3408
de,1388980,3466
de,1397436,3500
de,1386590,3682
de,1399838,3213
de,1395766,3432
de,1385915,3290
de,1391293,3387
de,1397162,3365
de,1390395,3580
de,1387203,3526
de,1392893,3457
de,1395849,3694
de,1392232,3724
de,1388282,3717
de,1391205,3529
de,1385725,4059
de,1390450,3878
de,1394574,3675
de,1397081,3731
de,1404594,3584
de,1397694,4078
de,1393887,3906
de,1394321,3968
de,1386819,4508
de,1381117,4759
de,1386646,4300
de,1392427,4264
de,1383592,3923
de,1391806,4088
de,1393059,4083
de,1393553,4025
de,1396958,3787
de,1391557,3981
de,1390913,4052
de,1391151,4202
de,1383851,4665
de,1393128,4073
de,1390586,4263
de,1392270,4012
de,1392749,4086
de,1390947,3923
de,1394216,3978
de,1395909,4091
de,1391435,4247
de,1396721,3735
de,1395452,4305
de,1391629,4294
de,1386731,5101
de,1394634,4196
de,1325078,12345
de,1348577,9016
de,1392670,4388
de,1393250,4243
de,1398335,4085
de,1389687,4138
de,1381360,4510
de,1391595,4038
de,1397597,3960
de,1392237,4360
de,1393271,5168
de,1400291,4112
de,1392771,4646
de,1396871,4371
de,1391764,4718
de,1390182,4585
de,1396393,4082
de,1391711,5107
de,1398013,4558
de,1388603,4373
de,1394280,4609
de,1393892,4208
de,1387756,4451
de,1396658,4158
de,1396931,4366
de,1393302,4156
de,1396535,4021
de,1393822,4863
de,1401276,3810
de,1389444,4734
de,1392260,4424
de,1396975,4212
de,1396165,4888
de,1391393,4780
de,1391262,4716
de,1391019,4676
de,1394947,4692
de,1398621,4294
de,1400933,4302
de,1395749,4664
de,1398044,4441
de,1394833,4228
de,1398865,4641
de,1397915,4812
de,1396397,4404
de,1395143,4594
de,1396736,4529
de,1400221,4523
de,1395549,4855
de,1394006,4920
de,1394814,4437
de,1396504,4735
de,1392950,4958
de,1400695,4295
de,1398073,4368
de,1396489,4397
de,1402093,4306
de,1397909,4358
de,1397217,4819
de,1403797,4271
de,1392928,4773
de,1399318,4679
de,1394017,4598
de,1397803,4374
de,1394852,4988
de,1396789,4698
de,1392431,5121
de,1393224,4915
de,1392702,4856
de,1396950,4629
de,1392677,4397
de,1393792,4929
de,1396628,4948
de,1395039,4861
de,1398013,4607
de,1392974,4766
de,1384814,4776
de,1392543,4691
de,1389577,4981
de,1389212,5280
de,1388618,4826
de,1392289,5226
de,1389911,4804
de,1398505,4617
de,1393229,5342
de,1396139,4501
de,1399410,5075
de,1397169,4701
de,1389704,4918
de,1399373,4602
de,1398173,4682
de,1392989,4908
de,1399222,4675
de,1391455,5328
de,1398002,4566
de,1395701,4700
de,1391207,4584
de,1391253,4582
de,1399132,4759
de,1396714,4742
de,1398622,4821
de,1387653,5400
de,1396511,4970
de,1392886,4913
de,1398959,4549
de,1398371,4811
de,1394326,4914
de,1399391,4181
de,1397695,4692
de,1397705,4575
de,1396312,5079
de,1389821,5862
de,1399954,5212
de,1396238,4822
de,1388423,5077
de,1392534,5005
de,1391610,4878
de,1400991,4474
de,1387623,5074
de,1396670,5125
de,1390598,5322
de,1398754,5113
de,1396614,5125
de,1392597,5570
de,1393300,5344
de,1397687,5106
de,1391726,5223
de,1396661,5100
de,1393698,5176
de,1397492,5188
de,1405685,5101
de,1399067,5178
de,1393600,5564
de,1398944,4981
de,1400600,5100
de,1402836,4913
de,1381296,4973
de,1401084,4849
de,1397045,5271
de,1399671,5318
de,1397700,4933
de,1394343,5274
de,1401678,5017
de,1402986,5084
de,1400105,5519
de,1405142,5183
de,1401969,4956
de,1395468,5017
de,1400222,5093
de,1398294,5073
de,1395353,5272
de,1391882,5391
de,1396916,5179
de,1391894,6006
de,1384657,6694
de,1389342,5599
de,1393941,5336
de,1397867,6145
de,1393368,6018
de,1394873,5920
de,1390259,5761
de,1393490,5459
de,1393374,5545
de,1390070,5761
de,1389027,5673
de,1393497,5580
de,1394745,5433
de,1397917,5027
de,1393343,5453
de,1393094,5012
de,1389803,5270
de,1391443,5416
de,1389771,6004
de,1402916,5195
de,1398211,5387
de,1399104,5383
de,1396124,5274
de,1391111,5562
de,1389071,5429
de,1394063,5823
de,1387752,5914
de,1394618,5092
de,1397177,5557
de,1388607,5777
de,1396376,5670
de,1403243,5466
de,1390033,5871
de,1388745,5650
de,1393824,5416
de,1389133,5383
de,1391259,5814
de,1394665,5468
de,1391504,5476
de,1394789,5658
de,1391454,5623
de,1396445,5388
de,1393741,5273
de,1386828,5616
de,1390105,5926
de,1397294,5283
de,1396332,5542
de,1398469,5336
de,1396525,5620
de,1400773,5274
de,1402959,4774
de,1403102,5195
de,1398275,5087
de,1404999,4926
de,1400805,4810
de,1393789,5076
de,1397892,5015
de,1397442,5182
de,1399590,5001
de,1401738,5151
de,1401959,5157
de,1395456,5830
de,1398672,5501
de,1399329,5754
de,1401417,5438
de,1393690,5752
de,1394141,5300
de,1386953,5468
de,1398409,5410
de,1390371,5309
de,1397868,5205
de,1400741,4887
de,1399677,4982
de,1402812,4839
de,1408540,4569
de,1403385,4904
de,1400434,5000
de,1396538,5306
de,1395089,5209
de,1395027,4892
de,1398848,5106
de,1395356,5495
de,1397351,5297
de,1396796,5135
de,1394015,5172
de,1399986,5291
de,1397998,5157
de,1397237,5097
de,1401402,4905
de,1386978,4991
de,1398779,4928
de,1400024,5220
de,1397539,5133
de,1398082,5141
de,1395902,4914
de,1398353,5067
de,1399413,5422
de,1398355,5375
de,1391528,5360
de,1401563,5076
de,1392952,5854
de,1397245,5256
de,1396227,5140
de,1404503,5284
de,1398901,5228
de,1398990,5229
de,1402478,5071
de,1400704,5272
de,1404770,4711
de,1407138,5389
de,1405918,5167
de,1403898,5257
de,1396954,5324
de,1399044,5319
de,1402577,5434
de,1396467,5719
de,1400013,5085
de,1396353,5418
de,1398399,5235
de,1401870,5549
de,1396709,5327
de,1393989,5245
de,1392744,5632
de,1394465,5266
de,1392200,5456
de,1396542,5553
de,1398372,5049
de,1396993,5209
de,1397739,5554
de,1398172,5164
de,1397178,5608
de,1389503,5188
de,1396031,5452
de,1399828,5462
de,1390293,5630
de,1388138,5721
de,1397586,5361
de,1388126,5741
de,1381373,6303
de,1393400,5585
de,1397357,5759
de,1389346,5709
de,1380686,5660
de,1388832,5854
de,1391898,5930
de,1393281,5316
de,1393554,5537
de,1393461,5778
de,1390698,5529
de,1391385,5556
de,1389237,5784
de,1387470,5610
de,1381854,6066
de,1378899,5974
de,1384502,5732
de,1385595,5900
de,721551,3411
en,1656447,655
en,1661549,752
en,1671826,581
en,1650538,558
en,1656544,599
en,1659569,697
en,1642606,611
en,1652844,686
en,1647460,644
en,1660752,614
en,1663931,512
en,1630418,593
en,1675839,631
en,1660968,677
en,1648847,688
en,1658784,607
en,1647602,601
en,1652937,663
en,1654018,667
en,1653108,699
en,1658614,562
en,1652287,667
en,1677376,651
en,1662449,556
en,1679556,615
en,1645805,591
en,1667903,525
en,1650478,2202
en,1664402,827
en,1644259,1437
en,1661246,1012
en,1669568,809
en,1664368,785
en,1669659,872
en,1669766,763
en,1661484,792
en,1673800,774
en,1664749,854
en,1661193,880
en,1661661,862
en,1663545,980
en,1672019,1046
en,1679062,884
en,1670787,794
en,1671649,1126
en,1675247,968
en,1698577,825
en,1688723,1056
en,1678345,1256
en,1676884,1309
en,1681698,1519
en,1683220,1259
en,1697381,1475
en,1707725,1563
en,1700030,1684
en,1679674,1370
en,1693846,1580
en,1714310,1667
en,1729010,1643
en,1751407,2306
en,1766449,1981
en,1778460,2307
en,1749003,2677
en,1786914,3305
en,1755928,1985
en,1730410,1626
en,1756132,2161
en,1749831,2532
en,1724735,2655
en,1747522,2260
en,1766987,2713
en,1677042,1761
en,1680703,1218
en,1677279,1102
en,1699612,1218
en,1694604,1197
en,1685668,1269
en,1684399,1157
en,1680486,1132
en,1678339,1107
en,1682398,1013
en,1680646,1001
en,1683467,1203
en,1675172,1167
en,1667608,1398
en,1673181,1204
en,1666551,1149
en,1667704,1198
en,1671745,1340
en,1678502,1240
en,1670465,1225
en,1673203,1308
en,1675043,1224
en,1681344,1314
en,1674497,1326
en,1673553,1335
en,1662805,1344
en,1674310,1342
en,1665719,1720
en,1672466,1269
en,1667954,1466
en,1669618,1279
en,1674195,1195
en,1679519,1361
en,1680321,1319
en,1669675,1409
en,1724933,1885
en,1676788,1284
en,1676262,1269
en,1674043,1337
en,1674992,1242
en,1664643,1380
en,1670528,1382
en,1664626,1379
en,1667445,1357
en,1677352,1295
en,1680782,1291
en,1675227,1359
en,1674778,1367
en,1677121,1414
en,1669620,1513
en,1668935,1944
en,1669852,1479
en,1674249,1528
en,1671607,1618
en,1675051,1580
en,1676888,1418
en,1675163,1386
en,1674375,1462
en,1675765,1466
en,1664666,1683
en,1668405,1433
en,1678388,1579
en,1668620,1671
en,1677869,1560
en,1672178,1642
en,1675357,1609
en,1671684,1595
en,1676032,1473
en,1673255,1717
en,1676372,1696
en,1673112,1728
en,1678564,1646
en,1676176,1745
en,1679663,1723
en,1674956,1820
en,1678503,1765
en,1675997,1940
en,1672097,1792
en,1673523,2134
en,1666820,2008
en,1670555,1918
en,1678482,1683
en,1672476,1905
en,1662152,2351
en,1667377,1828
en,1674830,1859
en,1669311,1799
en,1669446,1935
en,1666668,2024
en,1667361,1978
en,1670908,1816
en,1676046,2094
en,1675476,1847
en,1669746,2078
en,1677239,1785
en,1668921,1976
en,1673148,2164
en,1671887,2086
en,1673370,1814
en,1677352,1995
en,1673519,2013
en,1667971,2500
en,1673509,2007
en,1674284,1947
en,1672418,1800
en,1676297,2124
en,1673762,2011
en,1677620,2099
en,1676649,1924
en,1679520,1961
en,1677931,1996
en,1676557,2211
en,1676030,1987
en,1669853,2122
en,1666775,2054
en,1673262,2031
en,1674125,2084
en,1677906,2119
en,1674468,2056
en,1674006,2322
en,1663763,2121
en,1669398,1986
en,1677606,1920
en,1680001,2057
en,1675191,2241
en,1672760,2264
en,1666395,2405
en,1676025,2116
en,1673554,2201
en,1673308,2114
en,1686898,2118
en,1681510,2067
en,1659515,2136
en,1664296,2497
en,1676513,2418
en,1679387,2298
en,1674561,2295
en,1673554,2345
en,1678348,2192
en,1679079,2195
en,1676355,2212
en,1678037,2239
en,1673637,2311
en,1673515,2395
en,1668768,2463
en,1675316,2327
en,1666103,2323
en,1673285,2306
en,1665257,2634
en,1672403,2572
en,1677332,2491
en,1676792,2427
en,1666876,2311
en,1673153,2414
en,1689621,2632
en,1659974,2317
en,1681504,2080
en,1675946,2559
en,1673902,2296
en,1667720,2409
en,1665661,2447
en,1677981,2310
en,1669036,2604
en,1681327,2575
en,1676305,2400
en,1675391,2670
en,1670366,2323
en,1669755,2535
en,1663190,2412
en,1655588,2534
en,1670939,2574
en,1667284,2361
en,1667343,2979
en,1678909,2576
en,1679465,2430
en,1679956,2472
en,1669370,2473
en,1665587,2682
en,1669854,2612
en,1665759,2468
en,1666359,2606
en,1669309,2547
en,1665523,2509
en,1668802,2488
en,1666825,2415
en,1673384,2619
en,1672065,2603
en,1668246,2671
en,1666171,2651
en,1667424,2460
en,1668205,2580
en,1672503,2528
en,1674069,2488
en,1673064,2386
en,1674881,2497
en,1669092,2518
en,1674962,2673
en,1672065,2643
en,1669394,2600
en,1672944,2599
en,1663945,2568
en,1675756,2592
en,1672740,2667
en,1665793,2572
en,1677844,2407
en,1665317,2653
en,1677580,2702
en,1663553,2869
en,1668391,2761
en,1661254,2783
en,1662469,2679
en,1670770,2713
en,1663195,2939
en,1667322,2775
en,1667774,2862
en,1663952,2700
en,1677726,2713
en,1671967,2708
en,1666837,2630
en,1673211,2752
en,1674144,2647
en,1674398,2801
en,1674699,2739
en,1667332,2654
en,1677558,2846
en,1670151,2723
en,1673188,2769
en,1675511,2786
en,1671412,2775
en,1673811,2740
en,1672738,2887
en,1675660,2675
en,1671459,2821
en,1669610,3067
en,1674877,2772
en,1668077,2857
en,1667792,2971
en,1669277,2840
en,1667345,2786
en,1666200,3054
en,1669111,3031
en,1671744,2976
en,1676616,2823
en,1673703,3029
en,1668127,2996
en,1674996,2850
en,1669394,2806
en,1665888,3184
en,1669714,3031
en,1669375,3041
en,1671655,3056
en,1671382,3289
en,1672331,2960
en,1669647,3057
en,1672134,3152
en,1667317,2896
en,1674876,2958
en,1672692,3287
en,1668278,3045
en,1671629,3047
en,1673675,3172
en,1670799,2861
en,1672315,2951
en,1673363,3173
en,1673059,3090
en,1669360,3064
en,1665839,3264
en,1665951,3217
en,1664652,3271
en,1670502,3245
en,1672824,3120
en,1673871,3204
en,1663767,3305
en,1670814,3330
en,1669257,3302
en,1663460,3155
en,1662170,3092
en,1671358,3317
en,1664905,3278
en,1660257,3585
en,1661139,3471
en,1658614,3319
en,1665411,3293
en,1668532,3236
en,1666558,3354
en,1661816,3816
en,1659228,3247
en,1664661,3307
en,1668304,3245
en,1662485,3263
en,1666724,3265
en,1670292,3184
en,1666057,3158
en,1666282,3411
en,1668383,3321
en,1666327,3239
en,1669217,3327
en,1661539,3427
en,1664356,3315
en,1664057,3691
en,1666740,3076
en,1660971,3196
en,1662120,3175
en,1664334,3209
en,1655269,3388
en,1662888,3337
en,1660756,3379
en,1670044,3091
en,1666093,3641
en,1656683,3437
en,1656812,3630
en,1664614,3564
en,1667094,3508
en,1671447,3408
en,1673666,3724
en,1669176,3375
en,1663637,3664
en,1671896,3516
en,1666893,3578
en,1664654,3592
en,1662594,3695
en,1665489,3436
en,1660460,3440
en,1670249,3415
en,1656927,3687
en,1664650,3408
en,1667627,3352
en,1660839,3731
en,1658364,3604
en,1658471,3724
en,1665327,3397
en,1667563,3401
en,1658942,4127
en,1657016,3549
en,1661575,3453
en,1664497,3838
en,1660114,3539
en,1658020,3782
en,1664468,3662
en,1663284,3568
en,1654864,3577
en,1663842,3744
en,1661606,3690
en,1656348,3873
en,1663302,3920
en,1664305,3741
en,1656262,3803
en,1663300,3958
en,1661286,3642
en,1664248,3644
en,1656281,3911
en,1661103,3735
en,1666334,3848
en,1664755,3630
en,1664194,3585
en,1665830,3552
en,1660167,3726
en,1666415,3640
en,1661255,3662
en,1663881,3682
en,1665420,3670
en,1663357,3789
en,1664012,3957
en,1662388,3856
en,1660620,3696
en,1661147,3092
en,1672916,3476
en,1662227,3851
en,1666854,3755
en,1662917,3755
en,1676465,3569
en,1672453,3783
en,1656119,4006
en,1662522,3932
en,1664458,3773
en,1657801,3872
en,1662953,3954
en,1664923,3907
en,1658192,3848
en,1660431,3894
en,1666756,4002
en,1669569,3844
en,1662684,3871
en,1656936,3992
en,1657814,3999
en,1664960,3910
en,1658438,4290
en,1661604,3900
en,1662246,4021
en,1649537,4413
en,1651643,4938
en,1657925,4240
en,1665668,3871
en,1662466,4202
en,1659094,4181
en,1661934,4462
en,1658152,3930
en,1666612,4088
en,1665615,4078
en,1659120,4270
en,1664000,4032
en,1665990,3882
en,1658175,4282
en,1659479,4311
en,1672347,4245
en,1663827,4120
en,1672190,3749
en,1668014,3812
en,1666364,3971
en,1661772,4378
en,1649669,5063
en,1651171,4597
en,1660869,4270
en,1655641,4653
en,1643760,5096
en,1650841,4827
en,1661669,4270
en,1655219,5001
en,1657208,4460
en,1651146,4889
en,1673999,3863
en,1671148,3759
en,1657750,4136
en,1657342,4311
en,1655788,4236
en,1663608,4356
en,1665445,4201
en,1654200,4201
en,1663496,4280
en,1654975,4362
en,1654631,4555
en,1657029,4458
en,1654269,4649
en,1658309,4444
en,1657157,4158
en,1652764,4267
en,1658323,4242
en,1651148,4347
en,1660391,4087
en,1650054,4471
en,1656106,4436
en,1658338,4443
en,1650050,4730
en,1650620,4831
en,1650908,3719
en,1652106,4499
en,1658540,4107
en,1655183,4479
en,1656855,4325
en,1653772,4476
en,1654355,4425
en,1660452,4022
en,1655044,4220
en,1656422,4447
en,1656848,4172
en,1657173,4361
en,1650974,4447
en,1662992,4284
en,1662962,4484
en,1653465,4448
en,1659625,4240
en,1654776,4333
en,1660679,3967
en,1654988,4060
en,1652228,4135
en,1658881,4175
en,1660980,4298
en,1657534,4356
en,1657969,4460
en,1651848,4292
en,1655704,4767
en,1657036,4440
en,1658501,4468
en,1651643,4845
en,1654649,4106
en,1656479,4486
en,1649864,4580
en,1652130,4100
en,1651998,4783
en,1649826,4564
en,1649581,4848
en,1652391,4524
en,1648450,4469
en,1654182,4496
en,1644983,5094
en,1658000,4076
en,1650033,4842
en,1639634,4907
en,1655204,4682
en,1649101,4749
en,1652702,4604
en,1643299,4873
en,1649559,4845
en,1645642,4767
en,1652124,4584
en,1655649,4588
en,1650264,4564
en,1649136,4632
en,1647870,4711
en,1654068,4587
en,1642687,4857
en,1610046,3249
en,1642441,4566
en,1644204,4325
en,1654993,4272
en,1648442,4605
en,1650761,4515
en,1648901,4774
en,1648533,5014
en,1647751,4853
en,1646829,4549
en,1641989,5351
en,1652121,4922
en,1654709,4948
en,1647446,5673
en,1650253,4822
en,1648247,5182
en,1636362,5389
en,1638757,5046
en,1647262,4591
en,1646103,4931
en,1647578,4929
en,1647813,4870
en,1645681,4930
en,1647976,4927
en,1622944,6714
en,1637987,6014
en,1650542,5109
en,1642012,4835
en,1612106,7381
en,1594847,7547
en,1608656,7016
en,1625190,6163
en,1639677,5671
en,1644964,5569
en,1611967,7300
en,1627983,6124
en,1651714,5148
en,1653156,5185
en,1624774,6627
en,1585841,9892
en,1627759,6603
en,1641829,4042
en,1649487,5295
en,1633892,5713
en,1611571,8352
en,1635699,5514
en,1637931,6177
en,1644985,5358
en,1636442,5681
en,1633064,5481
en,1635314,5596
en,1644967,5033
en,1639449,5373
en,1646847,5161
en,1636025,5516
en,1638938,5582
en,1641320,5248
en,1650224,5102
en,1638978,5003
en,1626354,5575
en,1628141,5198
en,1634101,5078
en,1635590,5023
en,1628441,5392
en,1648681,4845
en,1636566,4572
en,1636597,5054
en,1623178,5544
